Número;Ticket#;Antigüedad;Título;Creado;Last Changed;Fecha de cierre;Cola;Estado;Prioridad;Tiempo contabilizado;SolutionTime;Proceso;Actividad;Cliente;Parche;Estandar;Soporte;Estado de implementacion;Parche Normalizado;Resultado del pasaje;Fecha de aplicacion en TEST;Fecha de aplicacion en PROD;OT;Horas NM;Tipo;Dificultad;Consultor;Estado Desarrollo de OTs;OT Dependiente;Fecha Desarrollo Iniciado;Fecha Fin de Desarrollo;Desarrollador;Fecha Estimada de Entrega;Ticket;Funcional;Modulo / Entidad
156;2022021001000032;140 d 8 h ;Agregar campo a la tabla X_BF_EXPORT_COM_GAR;2022-02-10 11:08:42;2022-06-09 17:24:36;;Consultoría::Parches;open;3 normal;0;;OTs;En TEST/Revisión Con...;Bice Fideicomisos;co20220210bf-03;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_BF_20220210_01;0.5;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-02-10 17:30:00;2022-02-11 09:20:00;eis;2022-02-10 06:00:00;;;
157;2022021001000078;140 d 4 h ;Entidades  de Importación/Exportación - Préstamos;2022-02-10 15:03:22;2022-05-23 16:10:09;;Consultoría::Para Testear Cliente;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220317la-01;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_LA_20220210_01;6;SQL;5;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-17 17:33:00;2022-03-22 13:03:00;sak;2022-03-17 17:33:00;;;
158;2022021001000131;140 d 1 h ;Rediseño de cereo de cuota;2022-02-10 17:20:09;2022-04-23 16:07:27;2022-04-23 16:07:27;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Sancor;co20220214-02 co20220213sa-01 co20220210sa-01;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;SIN OT;4;SQL;5;Andres Veiga;Finalizado;;2022-02-10 17:22:00;2022-02-18 14:50:00;sak;2022-02-10 17:22:00;;;
159;2022021101000012;139 d 9 h ;s/ot relacion planes mutuales;2022-02-11 10:01:50;2022-03-01 13:15:49;2022-03-01 13:15:48;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Normalizando Parche;Comahue;-;Unchecked;Unchecked;En normalizacion de Parche;;;;;S/OT;2;WIZ;1;Diego Bonino;Desarrollo Finalizado;;2022-02-15 16:48:00;2022-02-15 16:48:00;eis;2022-02-15 16:48:00;;;
160;2022021101000076;139 d 1 h ;Filtro reporte Baja de Débito Automático;2022-02-11 17:27:21;2022-04-13 14:30:50;2022-04-13 09:39:55;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;La Anonima;co20220225la-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_LA_20220211_01;0.5;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-02-25 10:50:00;2022-03-02 09:21:00;eis;2022-02-25 10:50:00;;;
161;2022021101000085;139 d 1 h ;Modificar bandeja multigestión del aprobador de ejecución de garantías;2022-02-11 17:28:25;2022-04-26 11:25:25;2022-04-22 08:37:04;Cerrados;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220215bf-03;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_BF_20220211_01;3;CGI;4;Nestor Paladino;Desarrollo Finalizado;;2022-02-15 10:00:00;2022-02-22 17:59:00;jm;2022-02-15 17:00:00;;;
162;2022021101000094;139 d 1 h ;Modificación Ticket#2021122701000038 — SP de Reprogramación de Cuotas de Prestamos;2022-02-11 17:34:52;2022-04-26 12:23:28;;Consultoría::Parches;open;3 normal;0;;OTs;En TEST/Revisión Con...;Bice Fideicomisos;co20220215bf-01;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_BF_20220211_02;2;SQL;4;Nestor Paladino;Desarrollo Finalizado;;2022-02-15 09:46:00;2022-04-08 13:53:00;sak;2022-02-15 11:46:00;;;
163;2022021401000043;136 d 8 h ;Arreglo de Estructura - LA;2022-02-14 10:37:05;2022-05-23 16:10:58;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220317la-03,xo20220317la-03;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_LA_20220214_01;10;SQL;5;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-15 09:41:00;2022-04-01 10:16:00;gpg;2022-03-21 17:41:00;;;
164;2022021401000132;136 d 5 h ;OT_CH_20211102_01 modificaciones en buscadores;2022-02-14 13:58:26;2022-03-02 14:43:11;2022-03-02 14:43:11;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220215ch-02;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_CH_20211102_01;2;SQL;1;Diego Bonino;Desarrollo Finalizado;;2022-02-15 17:40:00;2022-02-16 12:32:00;eis;2022-02-15 17:40:00;;;
165;2022021401000221;136 d 1 h ;Modificar la plantilla para las carpetas de Entidades;2022-02-14 17:55:18;2022-05-26 15:47:02;2022-05-26 15:47:02;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220316bf-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_BF_20221402_01;3;CGI;5;Nestor Paladino;Desarrollo Finalizado;OT_BF_20211130_02;2022-03-16 10:14:00;2022-04-22 07:37:00;sak;2022-03-16 10:14:00;;;
166;2022021501000069;135 d 8 h ;Modificaciones a la OT_BF_20211129_01 Trámite Transferencia BT;2022-02-15 10:31:48;2022-02-22 18:36:40;2022-02-22 18:36:40;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220216bf-03;Checked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_BF_20221502_01;2;TRA;4;Nestor Paladino;Desarrollo Finalizado;;2022-02-15 15:00:00;2022-02-21 13:41:00;mes;2022-02-16 13:00:00;;;
167;2022021601000165;134 d 6 h ;Modificaciones SP_X_BF_FONDEP_IMPORT_BT Importador BT PeopleSoft.;2022-02-16 12:45:28;2022-06-02 10:00:43;2022-06-02 10:00:43;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220217bf-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_BF_20220216_01;0.5;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-02-17 09:10:00;2022-04-21 16:03:00;eis;2022-02-17 09:41:00;;;
168;2022021601000174;134 d 6 h ;Modificar el SP_XU_COM_GTIAS;2022-02-16 12:50:51;2022-05-31 14:07:19;2022-05-31 14:07:19;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220217bf-02;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_BF_20220216_02;0.5;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-02-17 10:30:00;2022-02-21 16:31:00;eis;2022-02-17 11:00:00;;;
169;2022021601000192;134 d 4 h ;Modificar el SP_ X_BF_GARANTIAS_IMPORT;2022-02-16 14:46:32;2022-06-02 10:01:00;2022-06-02 10:01:00;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220217bf-03;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_BF_20211216_03;0.5;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-02-17 11:20:00;2022-04-21 16:03:00;eis;2022-02-17 11:50:00;;;
170;2022021601000209;134 d 3 h ;Se adapta el SP_X_BF_AJU_BT;2022-02-16 15:53:55;2022-02-22 18:37:35;2022-02-22 18:37:35;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220216bf-04;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;SIN OT;1;ABM;1;Nestor Paladino;Desarrollo Finalizado;;2022-02-16 15:55:00;2022-02-17 09:55:00;jm;2022-02-16 15:55:00;;;
171;2022021601000291;133 d 23 h ;Dualidad PROVINCIA - ID_PROVINCIA;2022-02-16 19:45:07;2022-03-04 10:10:18;2022-03-04 10:10:18;Implementacion;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Estandar;co20220224-02;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;S/N;4;OTR;2;Daniel Veiga;Finalizado;;2022-02-18 17:43:00;2022-02-26 12:49:00;grp;2022-02-21 17:43:00;;;
172;2022021701000065;133 d 3 h ;Generar proceso de inhabilitación de usuarios;2022-02-17 15:12:36;2022-03-11 09:51:46;2022-03-11 09:51:33;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Estandar;co20220218-02;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;SIN OT;1;SQL;1;Daniel Veiga;Desarrollo Finalizado;;2022-02-18 17:38:00;2022-02-22 11:57:00;eis;2022-02-18 17:38:00;;;
173;2022021701000074;133 d 3 h ;CGIs con info de debugging;2022-02-17 15:26:49;2022-03-11 09:56:04;2022-03-11 09:55:52;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Estandar;co20220221-01, co20220221vs-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;SIN OT;0.5;CGI;1;Daniel Veiga;Desarrollo Finalizado;;2022-02-21 09:25:00;2022-02-21 16:48:00;eis;2022-02-21 09:55:00;;;
174;2022021701000083;133 d 3 h ;Rediseño de dashboard informativo de líneas y se abre este para modificar;2022-02-17 15:40:34;2022-06-08 12:25:09;;Consultoría::Parches;open;3 normal;1;;OTs;En TEST/Revisión Con...;Bice Fideicomisos;co20211229bf-01, co20220125bf-03, co20220222bf-02, co20220314bf-02;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;SIN OT;5.5;SQL;1;Nestor Paladino;Desarrollo Finalizado;;2022-02-18 14:11:00;2022-04-26 12:17:00;grp;2022-02-18 14:11:00;;;
175;2022021801000063;132 d 4 h ;Modificaciones en el Trámite de  Cobro de Comisiones por Garantías y su lanzamiento.;2022-02-18 14:22:39;2022-05-30 17:48:01;2022-05-20 19:17:15;Implementacion;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220314bf-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_BF_20220217_02;6;SQL;6;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-14 09:29:00;2022-03-15 10:16:00;gpg;2022-03-14 09:29:00;;;
176;2022021801000072;132 d 4 h ;Verificación por envio SMS;2022-02-18 14:47:10;2022-02-21 17:44:16;;Consultoría::Para Testear;open;3 normal;0;;OTs;En TEST/Revisión Con...;Comahue;co20220218ch-01 co20220218-01;Unchecked;Unchecked;En prueba TEST;;Correcto;;;SIN OT;3;CGI;3;Daniel Veiga;Desarrollo Finalizado;;2022-02-18 14:49:00;2022-02-21 17:44:00;sak;2022-02-18 14:49:00;;;
177;2022021801000081;132 d 4 h ;SP Importador Cobro Express  Online.;2022-02-18 14:56:46;2022-05-23 16:14:19;;Consultoría::Para Testear Cliente;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220321la-02;Unchecked;Unchecked;En prueba TEST;;Correcto;;;OT_LA_20220216_02;2;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-21 09:26:00;2022-03-23 09:54:00;grp;2022-03-21 17:26:00;;;
178;2022021801000116;132 d 3 h ;SP Importador Provincia Net Online.;2022-02-18 15:11:52;2022-05-23 16:15:12;;Consultoría::Para Testear Cliente;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220318la-03 - xo20220325la-01;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_LA_20220216_03;2;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-18 12:30:00;2022-03-25 16:03:00;eis;2022-03-18 12:30:00;;;
179;2022021801000125;132 d 3 h ;SP Importador Cobro Express  Offline.;2022-02-18 15:19:31;2022-05-23 16:15:42;;Consultoría::Para Testear Cliente;open;3 normal;0;;OTs;En TEST/Revisión Con...;La Anonima;co20220318la-02;Unchecked;Unchecked;En prueba TEST;Unchecked;Correcto;;;OT_LA_20220216_04;2;SQL;1;Heilyn del Carmen Talavera Martínez;Desarrollo Finalizado;;2022-03-18 12:29:00;2022-03-25 09:38:00;eis;2022-03-18 12:29:00;;;
180;2022022001000022;130 d 13 h ;Modificación Trámite de Ajuste BT;2022-02-20 05:36:04;2022-03-09 09:01:33;2022-03-09 09:01:33;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220224bf-02;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_BF_20222002_01;1;TRA;3;Nestor Paladino;Desarrollo Finalizado;OT_BF_20211207_02;2022-02-23 09:00:00;2022-03-08 10:44:00;mes;2022-02-24 12:00:00;;;
181;2022022001000031;130 d 12 h ;Modificar SP de Trámite de AJUSTE BT;2022-02-20 06:22:47;2022-05-19 15:06:52;2022-03-09 09:02:17;Cerrados;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220302bf-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_BF_20222002_02;0.5;TRA;1;Nestor Paladino;Desarrollo Finalizado;OT_BF_20211207_03;2022-02-25 17:45:00;2022-03-07 09:49:00;grp;2022-03-03 17:45:00;;;
182;2022022001000041;130 d 12 h ;Modificar Herramienta de Liquidación de BT;2022-02-20 06:51:43;2022-04-08 08:39:41;2022-04-08 08:39:41;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220311bf-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_BF_20222002_03;3;WIZ;5;Nestor Paladino;Desarrollo Finalizado;OT_BF_20211130_01,OT_BF_20221502_01,OT_BF_20211129_01,OT_BF_20222002_01,OT_BF_20222002_02;2022-03-11 10:02:00;2022-03-14 17:54:00;gpg;2022-03-11 10:02:00;;;
183;2022022001000059;130 d 12 h ;Modificar el SP de Trámite de Transferencia BT;2022-02-20 07:08:45;2022-05-26 08:18:56;2022-05-26 08:18:56;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220311bf-02;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_BF_20222002_04;0.5;TRA;3;Nestor Paladino;Desarrollo Finalizado;;2022-03-11 10:26:00;2022-02-23 10:40:00;gpg;2022-03-11 10:26:00;;;
184;2022022201000019;128 d 9 h ;OT_AH_20210222_01 modificacion datos wiz;2022-02-22 10:03:23;2022-03-02 14:58:02;2022-03-02 14:58:02;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Auto Cash;co20220225ah-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_AH_20210222_01;1;WIZ;1;Diego Bonino;Desarrollo Finalizado;;2022-02-25 16:10:00;2022-03-02 09:16:00;eis;2022-02-25 17:10:00;;;
185;2022022201000082;128 d 4 h ;Ampliación ABM Forma de Actualizaciones;2022-02-22 14:13:07;2022-04-13 14:49:22;2022-04-13 14:49:22;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Sancor;co20220311-05 , co20220404-01;Checked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_WF_20220222_01;4;CGI;2;Juan Fernandez;Desarrollo Finalizado;;2022-03-10 12:15:00;2022-04-04 16:07:00;gpg;2022-03-11 18:15:00;;;
186;2022022201000153;128 d 0 h ;OT_CH_20220221_01: Modificación de trámites de Originación de Tarjeta de Crédito;2022-02-22 18:36:02;2022-03-02 14:43:33;2022-03-02 14:43:33;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220223ch-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_CH_20220221_01;1;TRA;2;Andres Veiga;Desarrollo Finalizado;;2022-02-23 14:19:00;2022-02-24 17:13:00;eis;2022-02-23 14:19:00;;;
187;2022022201000162;128 d 0 h ;Modificar Estado en XP_GARANTIAS;2022-02-22 18:36:14;2022-03-11 17:56:51;2022-03-11 17:56:46;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220308bf-03;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_BF_20220222_01;0.5;SQL;2;Nestor Paladino;Desarrollo Finalizado;;2022-03-08 16:34:00;2022-03-11 13:02:00;eis;2022-03-08 16:34:00;;;
188;2022022201000181;128 d 0 h ;OT_CH_20220221_02: Modificación del Wizard de Originación;2022-02-22 18:38:33;2022-03-02 14:43:58;2022-03-02 14:43:58;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220223ch-02;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_CH_20220221_02;2;SQL;4;Andres Veiga;Desarrollo Finalizado;;2022-02-24 02:40:00;2022-02-24 15:09:00;sak;2022-02-24 02:40:00;;;
189;2022022201000199;128 d 0 h ;OT_CH_20220221_03: Eliminar tablas obsoletas;2022-02-22 18:41:20;2022-03-02 14:44:16;2022-03-02 14:44:16;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220223ch-04;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_CH_20220221_03;1;ABM;3;Andres Veiga;Desarrollo Finalizado;;2022-02-24 02:54:00;2022-02-24 17:15:00;eis;2022-02-24 02:54:00;;;
190;2022022201000206;127 d 23 h ;Modificar Parámetro Fondo de Riesgo en bandeja multigestión del aprobador de ejecución de garantías;2022-02-22 19:11:21;2022-04-26 11:29:44;2022-04-26 11:29:44;Cerrados;closed successful;3 normal;0;;OTs;Para pasar parche a ...;Bice Fideicomisos;co20220302bf-02;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Aplicar;;;OT_BF_20220222_02;0.5;SQL;2;Nestor Paladino;En revision de consultoria;;2022-03-02 09:18:00;2022-03-09 09:11:00;grp;2022-03-02 17:18:00;;;
191;2022022301000115;126 d 21 h ;Cambio cálculo Monto Requerido a Fogar en Formulario de Ejecución de Garantia;2022-02-23 21:11:21;2022-03-09 14:56:45;2022-03-09 14:56:45;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Bice Fideicomisos;co20220308bf-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_BF_20220223_01;0.5;CGI;2;Nestor Paladino;Desarrollo Finalizado;;2022-03-08 15:20:00;2022-03-09 09:46:00;gpg;2022-03-08 15:20:00;;;
192;2022022401000061;126 d 7 h ;inc_ch_20220324_01 error en herramienta estandart;2022-02-24 11:44:53;2022-03-02 14:56:58;2022-03-02 14:56:58;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220225-02;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;S/OT;2;SQL;1;Diego Bonino;Desarrollo Finalizado;;2022-02-25 14:57:00;2022-02-26 12:20:00;grp;2022-02-25 17:57:00;;;
193;2022022501000102;125 d 0 h ;OT_CH_20220225_02 originacion y cancelacion de prestamos;2022-02-25 18:47:25;2022-03-11 10:13:55;2022-03-11 10:13:55;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220304ch-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_CH_20220225_02;4;WIZ;1;Diego Bonino;Desarrollo Finalizado;;2022-03-04 17:50:00;2022-03-08 09:16:00;gpg;2022-03-04 17:50:00;;;
194;2022022501000111;125 d 0 h ;OT_CH_20220225_03 motivo de cancelacion;2022-02-25 18:52:52;2022-03-11 10:15:00;2022-03-11 10:15:00;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Anwalt;co20220304ch-02;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_CH_20220225_03;2;SQL;1;Diego Bonino;Desarrollo Finalizado;;2022-03-04 17:52:00;2022-03-07 11:54:00;gpg;2022-03-04 17:52:00;;;
195;2022022801000017;122 d 18 h ;OT_PD_20220227_01: Ampliación del tamaño de los Modelos de Emails: Tabla y ABM de Modelos;2022-02-28 00:21:28;2022-04-26 13:14:42;2022-04-26 13:14:42;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;PlusCred;co20220329-01 co20220329-04 co20220329-05 co20220329-06 co20220330-02 co20220330cr-01;Checked;Unchecked;Para implementar en PROD;;Correcto;;;OT_PD_20220227_01;3;ABM;4;Andres Veiga;Desarrollo Finalizado;;2022-03-02 13:43:00;2022-04-18 12:21:00;sak;2022-03-02 17:43:00;;;
196;2022022801000026;122 d 18 h ;OT_PD_20220227_02: Ampliación del tamaño de los Modelos de Emails: Tabla y SPs de Encolamiento;2022-02-28 00:29:19;2022-04-26 13:15:02;2022-04-26 13:15:02;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;PlusCred;co20220329-01 co20220329-04 co20220329-05 co20220329-06 co20220330-02 co20220330cr-01;Checked;Unchecked;Para implementar en PROD;Unchecked;Correcto;2022-04-18 12:23:00;;OT_PD_20220227_02;4;SQL;6;Andres Veiga;Desarrollo Finalizado;;2022-03-28 17:11:00;2022-04-18 12:24:00;sak;2022-03-28 17:11:00;;;
197;2022022801000035;122 d 18 h ;OT_PD_20220227_03;2022-02-28 00:36:24;2022-04-26 13:15:18;2022-04-26 13:15:18;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;PlusCred;co20220329-01 co20220329-04 co20220329-05 co20220329-06 co20220330-02 co20220330cr-01;Checked;Unchecked;Para implementar en PROD;;Correcto;;;OT_PD_20220227_03;4;WSC;5;Andres Veiga;Desarrollo Finalizado;;2022-04-18 12:22:00;2022-04-18 12:22:00;sak;2022-04-18 12:22:00;;;
198;2022022801000044;122 d 18 h ;OT_PD_20220227_04: Wizard de Originación: Correcciones;2022-02-28 00:53:18;2022-03-18 08:19:34;2022-03-18 08:19:34;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;PlusCred;co20220308pd-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_PD_20220227_04;4;WIZ;5;Andres Veiga;Desarrollo Finalizado;;2022-03-08 20:32:00;2022-03-15 15:47:00;sak;2022-03-08 20:32:00;;;
199;2022030101000011;121 d 5 h ;OT_PD_20220228_01: Ampliación del Trámite “Cereo de Cuota”;2022-03-01 13:29:37;2022-03-14 13:29:22;2022-03-14 13:29:22;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;PlusCred;co20220302-01;Checked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_PD_20220228_01;1;TRA;2;Andres Veiga;Desarrollo Finalizado;;2022-03-02 10:56:00;2022-03-14 13:27:00;act;2022-03-02 12:56:00;;;
200;2022030101000021;121 d 5 h ;OT_PD_20220228_02: SP de Impacto del Trámite “Cereo de Cuota”;2022-03-01 13:31:34;2022-03-14 13:28:56;2022-03-14 13:28:56;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;PlusCred;co20220302-01;Checked;Unchecked;Para implementar en PROD;;Correcto;;;OT_PD_20220228_02;1;SQL;2;Andres Veiga;Desarrollo Finalizado;;2022-03-02 14:25:00;2022-03-04 17:49:00;act;2022-03-02 16:25:00;;;
201;2022030101000039;121 d 5 h ;OT_PD_20220228_03: Lanzamiento del Trámite de Cereo;2022-03-01 13:33:34;2022-03-23 17:31:31;2022-03-23 17:31:31;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;PlusCred;co20220321-01 co20220310pd-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_PD_20220228_03;4;SQL;4;Andres Veiga;Desarrollo Finalizado;;2022-03-11 14:53:00;2022-03-22 12:56:00;sak;2022-03-11 14:53:00;;;
202;2022030201000019;120 d 10 h ;OT_CH_20220228_01 Alta de TC a clientes que ya poseen TC;2022-03-02 08:48:21;2022-03-11 10:14:26;2022-03-11 10:14:26;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220304ch-01;Unchecked;Unchecked;Para implementar en PROD;;Correcto;;;OT_CH_20220228_01;5;SQL;1;Diego Bonino;Desarrollo Finalizado;;2022-03-04 17:49:00;2022-03-07 17:25:00;gpg;2022-03-04 17:49:00;;;
203;2022030201000162;119 d 23 h ;OT_PD_20220302_01: Correcciones varias detectadas durante la capacitación;2022-03-02 19:30:16;2022-03-14 13:36:07;2022-03-14 13:36:07;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;PlusCred;co20220303-02 co20220303pd-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_PD_20220302_01;2;SQL;3;Andres Veiga;Desarrollo Finalizado;;2022-03-04 15:16:00;2022-03-10 13:39:00;sak;2022-03-04 15:16:00;;;
204;2022030701000055;115 d 7 h ;Incidencia en el trámite Alta Cuenta TJ;2022-03-07 11:25:20;2022-03-11 09:42:16;2022-03-11 09:42:16;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;En TEST/Revisión Con...;Comahue;co20220307ch-02;Unchecked;Unchecked;En prueba TEST;;Correcto;;;SIN OT;2;SQL;1;Diego Bonino;Desarrollo Finalizado;;2022-03-07 11:30:00;2022-03-10 09:29:00;gpg;2022-03-07 11:30:00;;;
205;2022030701000135;115 d 2 h ;Optimización de Exportadores;2022-03-07 16:52:01;2022-04-13 16:16:56;2022-04-13 16:16:56;Desarrollo de Software::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Credimundo;co20220329cm-01;Unchecked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_CM_20220307_01;20;SQL;6;Juan Fernandez;Desarrollo Finalizado;;2022-03-29 08:44:00;2022-04-13 16:12:00;arj;2022-03-29 08:44:00;;;
206;2022030701000144;115 d 1 h ;OT_CH_20220307_01: Depuración de campos sin uso;2022-03-07 17:52:16;2022-03-15 14:02:05;2022-03-15 14:00:35;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220309-01, xo20220308ch-01;Checked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_CH_20220307_01;2;ABM;1;Andres Veiga;Desarrollo Finalizado;;2022-03-09 10:40:00;2022-03-14 16:05:00;eis;2022-03-09 11:40:00;;;
207;2022030701000153;115 d 1 h ;OT_CH_20220307_02: Reducción del ABM de Condiciones de los Modelos de Rendición;2022-03-07 17:55:23;2022-03-15 14:01:42;2022-03-15 14:01:42;Consultoría::Para Testear;closed successful;3 normal;0;;OTs;Finalizado - Aplicad...;Comahue;co20220309-02;Checked;Unchecked;Para implementar en PROD;Unchecked;Correcto;;;OT_CH_20220307_02;2;ABM;1;Andres Veiga;Desarrollo Finalizado;;2022-03-09 11:40:00;2022-03-14 16:05:00;eis;2022-03-09 12:40:00;;;
